Dealer,Company,FEIN,DNI,Peripherals,Service Name,Owner,Unit ID,Unit,Unit Type,Carrier,Monthly Fee,Billing Group,Billing Period,Last Srv Paid Until,Service Paid Until,Serial #,Phone Number,Sim Number,IMEI,Bill To,Status,Last Event,Assigned To Company,Last Event Date,Last Contact On,Last Event Address
TSO Colombia - IBO IDCOM,COTES & COTES SAS,900336724,NIT,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,0ZL6,SY003CE0110K8,Queclink GV55W,Claro CO,599000,9/04/2025,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0ZL6,9103448566,57101602502492410,868574042725056,,Active,Parked,9/20/2024 1:45:21 PM,11/14/2024 3:44:41 PM,11/14/2024 3:45:07 PM,"Kr3e 19-38, Barranquilla, Atlantico, Colombia"
TSO Mobile - Colombia,CREPES Y WAFFLES SA,860076919,,"Temp. Sensor, Panic Button,",PLAN PROFESIONAL,Client,0Y6L,UPP747,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,5800000,,Mensual,11/6/2024 12:00:00 AM,3/21/2080 12:00:00 AM,4764385825,9101148234,8957123112215166081,358077093313720,,Active,Parked,11/6/2024 9:57:52 AM,11/14/2024 3:59:24 PM,11/14/2024 3:59:37 PM,"Cra. 7 #92a-1 a 92a-61, Bogotá, Colombia"
TSO Mobile - Colombia,CREPES Y WAFFLES SA,860076919,,"Panic Button,",PLAN PROFESIONAL,Client,12MP,LLR295 PU,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,5800000,,Mensual,11/6/2024 12:00:00 AM,3/21/2080 12:00:00 AM,4764428600,9101191548,8957123112215164631,354514102533249,,Active,Travel Stop,11/6/2024 12:44:09 PM,11/14/2024 3:59:44 PM,11/14/2024 4:00:04 PM,"Kr20 168-91, Bogota, Cundinamarca, Colombia"
TSO Mobile - Colombia,CREPES Y WAFFLES SA,860076919,,"Panic Button,",PLAN PROFESIONAL,Client,12MR,NHO069 PU,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,49900,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428713,9101178207,8957123112215383819,354514102530724,,Active,Travel Start,10/31/2024 11:50:01 AM,11/14/2024 4:00:46 PM,11/14/2024 4:01:07 PM,"Av Nqs 65-30, Bogota, Cundinamarca"
TSO Mobile - Colombia,CREPES Y WAFFLES SA,860076919,,"Panic Button,",PLAN PROFESIONAL,Client,12MS,LLR295,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,49900,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428395,9101440936,8957123112215165067,354514102538990,,Active,Travel Stop,4/5/2024 2:30:48 PM,10/26/2024 1:43:43 PM,10/26/2024 1:44:14 PM,"Av Autonorte 246, Bogota, Cundinamarca"
TSO Mobile - Colombia,CREPES Y WAFFLES SA,860076919,,"Panic Button,",PLAN PROFESIONAL,Renting,15GZ,UPP747 PU,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,5800000,,Mensual,11/6/2024 12:00:00 AM,3/21/2080 12:00:00 AM,4764428315,9101371332,8957123112215380864,354514102531516,,Active,Parked,11/6/2024 9:57:39 AM,11/14/2024 3:44:24 PM,11/14/2024 3:44:52 PM,"Cra. 7 #92a-1 a 92a-61, Bogotá, Colombia"
TSO Mobile - Colombia,CRISTIAN STEVEN ACOSTA CARVAJAL,1000007405,,"Panic Button,",PLAN STANDARD,Client,0Q3X,IKJ27F,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363118025,9103423648,89571016021086993476,359369091024626,,Active,Parked,8/5/2024 10:50:35 AM,11/14/2024 3:18:44 PM,11/14/2024 3:19:31 PM,"Kr78h 65as-63, Bogota, Cundinamarca, Colombia"
TSO Mobile - Colombia,CRISTIAN YESID QUINTERO MORENO,1096234259,,"Panic Button,",PLAN STANDARD,Renting,0XH4,SML832,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0ZGI,9103599458,57101602311631462,868574042745344,,Active,Idle - Stop,5/8/2024 7:58:58 AM,11/14/2024 4:01:41 PM,11/14/2024 4:02:23 PM,"Cl. 73a #18-2, Barrancabermeja, Santander, Colombia"
TSO Mobile - Colombia,CRISTIAN YESID QUINTERO MORENO,1096234259,,"Panic Button,",PLAN STANDARD,Renting,0ZE4,XMB499,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,MP83705D3015993,9103593218,57101602308331438,868574042741582,,Active,Parked,5/8/2024 7:58:33 AM,11/14/2024 3:11:16 PM,11/14/2024 3:11:38 PM,"Cl73 17-44, Barrancabermeja, Santander, Colombia"
TSO Mobile - Colombia,CYD 26 CONSTRUCTORA SAS,901510699,,"Panic Button,",PLAN STANDARD,Client,15IX,XAJ336,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15IX,9103976944,57101602709243138,868574042923859,,Active,Parked,10/25/2024 12:18:08 PM,11/14/2024 3:50:24 PM,11/14/2024 3:50:54 PM,"South America, Chía, Cundinamarca"
TSO Colombia - IBO SEGTEC,DAISON ECHAVARRIA MUNOZ,71293954,,"Fuel Sensor - 212325, Panic Button,",PLAN PROFESIONAL,Client,12NK,SNQ520,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428502,9101338318,8957123112215383777,354514102543750,,Active,Drive,8/19/2024 7:12:23 AM,11/14/2024 2:01:22 PM,11/14/2024 2:01:42 PM,"Via Principal, Medellin, Antioquia, Colombia"
TSO Colombia - IBO SEGTEC,DAISON ECHAVARRIA MUNOZ,71293954,,"Temp. Sensor, Fuel Sensor - 214483, Panic Button,",PLAN PROFESIONAL,Client,12NT,EQQ494,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764428418,9101058949,8957123112215383579,354514102406909,,Active,Parked,9/1/2024 7:28:13 AM,11/14/2024 4:00:34 PM,11/14/2024 4:01:09 PM,"I-25 # 2 a 36, Antioquia, Colombia"
TSO Mobile - Colombia,DANNY ALBERTO RODRIGUEZ MIRA,16377202,,"Panic Button,",PLAN STANDARD,Renting,15IL,Moto,Queclink GV55W,Claro CO,23500,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15IL,9103402444,57101602709243356,868574042909940,,Active,Parked,10/4/2024 7:25:18 AM,11/14/2024 3:58:31 PM,11/14/2024 3:58:58 PM,"Cl10a 58-33, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,DAYANA JUDITH DAZA INSIGNARES,1140891363,,"Panic Button,",PLAN SEGURIDAD,Renting,13PC,CATERPILLAR 446B,Queclink GV55W,Claro CO,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-13PC,9103390324,57101602604287703,868574042786553,,Active,Power OFF,9/27/2024 3:24:23 PM,10/22/2024 10:19:34 PM,10/22/2024 10:19:47 PM,"Cr. del Algodón, Tubará, Atlántico, Colombia"
TSO Mobile - Colombia,DEMOLICIONES PINZON LOPEZ SAS,900419994,,"Panic Button,",PLAN TAXIS,Client,15GF,SHANTUI135,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15GF,9103406248,57101602307593791,868574042903786,,Active,Parked,10/8/2024 7:25:44 AM,11/14/2024 3:17:22 PM,11/14/2024 3:20:50 PM,"Calle 23#42B #98, Fusagasugá, Cundinamarca, Colombia"
TSO Mobile - Colombia,DEPOSITO ABO SAS,811025390,,"Panic Button,",PLAN PROFESIONAL,Client,12PF,SQY338,Queclink GV55W,Claro CO,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12PF,9103547426,57101602308331057,868574042695523,,Active,Idle - Stop,10/1/2024 6:34:53 AM,11/14/2024 4:01:18 PM,11/14/2024 4:02:15 PM,"Km 14 de la vía Tolú - Toluviejo, , Sucre, Colombia"
TSO Mobile - Colombia,DEPOSITO ABO SAS,811025390,,"Panic Button,",PLAN PROFESIONAL,Client,12PM,STK941,Queclink GV55W,Claro CO,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12PM,9104051653,89571016023121624850,868574041978292,,Active,Idle - Stop,4/20/2024 1:41:56 PM,11/14/2024 4:00:48 PM,11/14/2024 4:01:19 PM,"G8CJ+PW Planeta Rica, Cordoba, Colombia"
TSO Mobile Peru,DEPOSITOS QUIMICOS MINEROS S.A.,20419952461,20419952461,"Panic Button,",PLAN PROFESIONAL - VIDFLEET,Renting,134T,BYF-753 VF,VidFleet 4K,CLARO-PE TSO,16.16,,Anual,3/26/2024 12:00:00 AM,3/25/2025 12:00:00 AM,6B301GSD,914961043,8951101630601427212,6B301GSD,,Active,Ignition OFF,4/9/2024 7:18:43 AM,11/14/2024 2:44:34 PM,11/14/2024 2:46:16 PM,"13 San Francisco, Villa EL Salvador, Provincia de Lima"
TSO Mobile - Colombia,DERMINSON MORALES DAVILA,1144166730,1144166730,"Panic Button,",PLAN STANDARD,Client,14G1,DTQ844,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14G1,9103599467,57101602311631471,868574042681101,DERMINSON MORALES DAVILA,Active,Parked,7/23/2024 6:15:19 AM,11/14/2024 3:44:41 PM,11/14/2024 3:45:20 PM,"Kr99 42-52, Cali, Valle Cauca, Colombia"
TSO Mobile - Colombia,DIAFRAGMA INGENIERIA SAS,900794424,1019036100,"Panic Button,",PLAN MAQUINARIA PESADA,Client,0JA1,EXCAVADORALOVOL0937,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0JA1,9104047937,57101602312162122,868574041982641,,Active,Parked,5/31/2024 8:44:35 AM,11/14/2024 3:57:10 PM,11/14/2024 3:57:34 PM,"Cra. 15a #6053, Bogotá, Colombia"
TSO Mobile - Colombia,DIAFRAGMA INGENIERIA SAS,900794424,1019036100,"Panic Button,",PLAN MAQUINARIA PESADA,Client,12QK,SANY 7688,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12QK,9103548605,57101602308331066,868574042797477,,Active,Parked,5/31/2024 5:16:39 AM,11/14/2024 3:36:25 PM,11/14/2024 3:36:50 PM,"XXCX+M8 Cajicá, Cundinamarca, Colombia"
TSO Mobile - Colombia,DIANA MARCELA GOMEZ MONTOYA,1053800397,,"Panic Button,",PLAN STANDARD,Client,0XMP,EOX041,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0XMP,9103394987,57101502308897591,868574042425442,,Active,Idle - Stop,9/6/2024 9:38:14 AM,11/14/2024 4:01:59 PM,11/14/2024 4:02:28 PM,"29RSC, Dosquebradas, Risaralda, Colombia"
TSO Colombia - IBO IDCOM,DIANA MILENA BARRAGAN GOMEZ,52858855,NIT,"Panic Button,",PLAN STANDARD,Client,0AWO,UEM735,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0AWO,9104044096,57101602312162240,868574042395249,,Active,Idle - Stop,7/3/2024 4:28:56 AM,11/14/2024 4:01:44 PM,11/14/2024 4:02:27 PM,"Av 50-97, Bogota, Cundinamarca"
TSO Colombia - IBO IDCOM,DIANA YOLANDA GARCIA SANTANA,1071164953,CC,"Panic Button,",PLAN MAQUINARIA PESADA,Client,14PH,EXCAVADORA MC079845,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14PH,9103398711,57101602604287853,868574042905500,,Active,Towing/Drifting?,11/13/2024 3:15:04 PM,11/14/2024 3:55:17 PM,11/14/2024 3:55:30 PM,"Av 62-97, Villa De Leyva, Boyaca"
TSO Colombia - IBO IDCOM,DIEGO ALEJANDRO TORRES MURILLO,1007268695,CC,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,12K9,SY007CEP259K8,Queclink GV55W,Claro CO,599000,21/05/202,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12IG,9104039035,89571016023121579211,868574042700380,,Active,Idle - Stop,8/6/2024 11:44:37 AM,11/14/2024 4:01:20 PM,11/14/2024 4:01:42 PM,"XFF7+9F Guaduas, Cundinamarca, Colombia"
TSO Colombia - IBO IDCOM,DILAC CONSTRUCCIONES SAS,901752427,NIT,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,12GN,SY007CD5116K8,Queclink GV55W,Claro CO,599000,14/2/2025,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12GN,9103551114,57101602308331235,868574042748439,,Active,Idle - Stop,4/3/2024 5:03:09 PM,11/14/2024 4:01:29 PM,11/14/2024 4:02:02 PM,"Cl. 26 #1c-76 a 1c-158, Comuna 2, Santa Marta, Magdalena, Colombia"
TSO Colombia - IBO IDCOM,DILAC CONSTRUCCIONES SAS,901752427,NIT,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,12S8,SY007CD5531K8,Queclink GV55W,Claro CO,599000,28/02/2025,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12S8,9103549912,57101602308331203,868574042609961,URIDI SAS,Active,Parked,7/29/2024 4:37:04 AM,11/14/2024 3:29:38 PM,11/14/2024 3:29:58 PM,"Km 64 de la vía Bosconia - Carmen de Bolivar, , Magdalena, Colombia"
TSO Colombia - IBO SEGTEC,DISAGRECAR S.A.S,900453920,7 3 5 6 9 3 7 3,"Panic Button,",PLAN STANDARD,Client,14HH,Doosan 340-1,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14HH,9103426070,57101602709643245,868574042924899,,Active,Idle - Stop,8/8/2024 10:59:11 AM,11/14/2024 4:01:47 PM,11/14/2024 4:02:07 PM,"9JGQ+V3 Turbaco, Bolivar, Colombia"
TSO Colombia - IBO SEGTEC,DISAGRECAR S.A.S,900453920,7 3 5 6 9 3 7 3,"Panic Button,",PLAN STANDARD,Client,14HI,doosan300,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14HI,9103448537,57101602709643246,868574042905385,,Active,Parked,8/8/2024 9:43:22 AM,11/14/2024 3:09:34 PM,11/14/2024 3:09:48 PM,"9JHP+8F Turbaco, Bolivar, Colombia"
TSO Colombia - IBO SEGTEC,DISAGRECAR S.A.S,900453920,7 3 5 6 9 3 7 3,"Panic Button,",PLAN STANDARD,Client,14HJ,CARGADOR SDLG956,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14HJ,9103424828,57101602709643247,868574042841515,,Active,Idle - Stop,8/8/2024 7:48:32 AM,11/14/2024 4:01:57 PM,11/14/2024 4:02:10 PM,"Subida de Nomejoda (Cantera), Unnamed Road, Turbaco, Bolívar, Colombia"
TSO Colombia - IBO SEGTEC,DISAGRECAR S.A.S,900453920,7 3 5 6 9 3 7 3,"Panic Button,",PLAN STANDARD,Client,14HU,Warriors 1800,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14HU,9103397438,57101602307593398,868574042896659,,Active,Power OFF,8/8/2024 12:03:08 PM,10/21/2024 3:17:07 PM,10/21/2024 3:17:35 PM,"Turbaco, Turbaco, Bolivar, Colombia"
TSO Colombia - IBO SEGTEC,DISAGRECAR S.A.S,900453920,7 3 5 6 9 3 7 3,"Panic Button,",PLAN STANDARD,Client,14KF,SWQ199,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14KF,9103394995,89571015021125252182,868574042868310,,Active,Idle - Stop,8/9/2024 3:27:34 AM,11/14/2024 4:01:41 PM,11/14/2024 4:02:06 PM,"Cl3, Cartagena, Bolivar, Colombia"
TSO Colombia - IBO SEGTEC,DISAGRECAR S.A.S,900453920,7 3 5 6 9 3 7 3,"Panic Button,",PLAN STANDARD,Client,14L7,SOQ176,Queclink GV55W,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-14LT,9104054186,8957101602307593880,868574042871678,,Active,Idle - Stop,8/8/2024 1:37:56 PM,11/14/2024 4:01:56 PM,11/14/2024 4:02:24 PM,"Calle 70, Cartagena, Cartagena, Bolívar, Colombia"
TSO Mobile - Colombia,DISTEMACO SAS,900758972,900758972,"Panic Button,",PLAN STANDARD,Client,0VJT,JCB SSL190,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,MOVISTAR CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4864033455,,8957123112115871970,357041066463566,,Active,Parked,5/3/2024 9:25:05 AM,11/14/2024 3:15:08 PM,11/14/2024 3:15:38 PM,"RV9W+2F Cota, Cundinamarca, Colombia"
TSO Mobile - Colombia,DISTEMACO SAS,900758972,900758972,"Panic Button,",PLAN STANDARD,Client,0VJY,NEW HOLLAND LS 180,CalAmp 2630 - 3G - LMU2631H-H000-G1000,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4764133749,9101179685,8957123112215169614,357041060829366,,Active,Idle Alert,5/3/2024 9:25:18 AM,10/30/2024 7:42:45 AM,10/30/2024 7:43:06 AM,"Cl. 35 #14-66, Riohacha, La Guajira, Colombia"
TSO Mobile - Colombia,DISTEMACO SAS,900758972,900758972,"Panic Button,",PLAN STANDARD,Client,0VKK,JCB 3CXTT,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,Claro CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,4864048333,,89571016023121580557,357041068147191,,Active,Parked,5/3/2024 9:25:31 AM,8/8/2024 4:14:23 PM,8/8/2024 4:14:56 PM,"Gimnasio Campestre Manitas Creativas, Cra. 9 #1691, Cota, Cundinamarca, Colombia"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,0YWT,BME-909,Queclink GV55W,CLARO-PE,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0YWT,997373173,8951101630341085346,868574042412127,,Active,Idle - Stop,10/28/2024 11:47:52 AM,11/14/2024 4:01:55 PM,11/14/2024 4:02:07 PM,"7PJX+Q5, Iquitos 16004, Peru"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,0YY6,AVX-760,Queclink GV55W,,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0YY6,1,895110163074623556,868574042452271,,Active,Parked,10/24/2024 4:14:21 PM,11/14/2024 3:43:53 PM,11/14/2024 3:44:29 PM,105 101 114 173-105 Miami Miami Palmeras Miami
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,0YY9,APX-827,Queclink GV55W,,29.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-0YY9,33333,8951101630746235793,868574042454152,,Active,Parked,10/24/2024 1:54:46 PM,11/14/2024 4:01:54 PM,11/14/2024 4:02:05 PM,"Av 5 De Diciembre-48, Punchana, Maynas, Loreto, Perú"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,11IM,BHR-796,Queclink GV55W,CLARO-PE TSO,16,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-11IM,997373251,8951101232023140562,868574042449582,,Active,Idle - Stop,10/24/2024 3:28:30 PM,11/14/2024 4:00:51 PM,11/14/2024 4:01:11 PM,"6PCM+G3W, Iquitos 16006, Peru"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15WD,CAQ-820,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15WD,966452904,8951101630733490000,868574042874326,,Active,Idle - Stop,11/4/2024 3:58:07 AM,11/14/2024 4:00:42 PM,11/14/2024 4:01:15 PM,"Jiron Leonida Yerovi-79, Yarinacocha, Coronel Portillo, Ucayali, Perú"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15WE,CAR-743,Queclink GV55W,CLARO-PE,17.9,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15WE,973233673,8951101630722079264,868574042839485,,Active,Idle - Stop,10/1/2024 12:09:40 PM,11/14/2024 4:01:58 PM,11/14/2024 4:02:07 PM,"Los Ceticos, Pucallpa, Peru"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15WF,CAR-711,Queclink GV55W,CLARO-PE,17.9,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15WF,989229986,8951101632045963109,868574042913975,,Active,Idle - Stop,10/1/2024 10:39:38 AM,11/14/2024 4:01:43 PM,11/14/2024 4:02:02 PM,"Jiron Jesus Maria, Calleria, Coronel Portillo, Ucayali, Perú"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15XW,APW-948,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15XW,943369743,895110163090677224,868574042841697,,Active,Parked,10/25/2024 1:19:31 PM,11/14/2024 3:14:38 PM,11/14/2024 3:15:12 PM,"Ramirez Hurtado 1029, Iquitos 16006, Peru"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15XY,AVZ-750,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15XY,943372911,895110163090677256,868574042854237,,Active,Parked,10/28/2024 11:49:33 AM,11/14/2024 3:52:20 PM,11/14/2024 3:52:36 PM,"Urb. Palmeras /Psje, Iquitos 16001, Peru"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15Y9,AEN-868,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15Y9,943372777,895110163090677255,868574042869391,,Active,Parked,10/25/2024 4:37:04 PM,11/14/2024 3:53:34 PM,11/14/2024 3:54:06 PM,"Palmeras-93, Iquitos, Maynas, Loreto, Perú"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15YA,AUS-841,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15YA,943370968,895110163090677239,868574042856059,,Active,Drive,10/25/2024 3:29:15 PM,11/14/2024 4:01:00 PM,11/14/2024 4:01:36 PM,"Av Freyre Augusto, Punchana, Maynas, Loreto, Perú"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15YB,AVX-740,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15YB,943370459,895110163090677234,868574042911342,,Active,Parked,10/25/2024 2:08:17 PM,11/14/2024 3:22:45 PM,11/14/2024 3:23:13 PM,"Piura 249, Iquitos, Peru"
TSO Mobile Peru,DISTRIBUIDORA CSM E.I.R.L,20601538165,20601538165,"Panic Button,",PLAN PROFESIONAL,Client,15YC,AUT-927,Queclink GV55W,CLARO-PE,29.99,INTERNAL USE,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-15YC,943370042,895110163090677229,868574042838677,,Active,Parked,10/24/2024 2:33:24 PM,11/14/2024 3:48:56 PM,11/14/2024 3:49:36 PM,"C. 13 350, Iquitos 16006, Peru"
TSO Mobile - Colombia,DISTRIBUIDORA DE LLANTAS DEL CARIBE SAS,901181532,,"Panic Button,",PLAN STANDARD,Client,12L6,JKY926,Queclink GV55W,MOVISTAR CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12L6,9104052942,57101602312162551,868574042017173,,Active,Parked,5/29/2024 3:06:14 AM,11/14/2024 3:57:50 PM,11/14/2024 3:58:15 PM,"Cl. 11 #30-208 a 30-432, Yumbo, La Cartufa, Yumbo, Valle del Cauca, Colombia"
TSO Colombia - IBO IDCOM,DIVAR INGENIEROS SAS,900558201,,"Panic Button,",PLAN MAQUINARIA PESADA,Renting,12ME,SY007CEP260K8,Queclink GV55W,Claro CO,599000,21/03/2025,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,S2-M007693-12ME,9103458851,8957101602109072472,868574042719133,,Active,Parked,7/16/2024 1:16:06 PM,11/14/2024 3:03:03 PM,11/14/2024 3:03:21 PM,"Cl. 24a #59-42, Bogotá, Colombia"
TSO Mobile - Colombia,DOMAT RENTAL SAS,901548828,901548828,"Panic Button,",PLAN MAQUINARIA PESADA,Client,0NRV,HOLLAN L223,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,19.99,,Mensual,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,1363189118,9109101126816,8957123112215348895,352556102951576,,Active,Parked,4/23/2024 5:37:42 AM,11/14/2024 1:16:29 PM,11/14/2024 1:17:15 PM,"QQRW+WM, Tenjo, Cundinamarca, Colombia"
TSO Colombia - IBO IDCOM,DOMINION COLOMBIA SAS,900566554,NIT,"Panic Button,",PLAN STANDARD,Renting,0VXR,0VXR,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,MOVISTAR CO,5800000,,Mensual,1/4/2016 12:00:00 AM,3/21/2080 12:00:00 AM,1363186363,101170688,8957123410521629309,352556102057549,,Active,POWER UP,7/29/2024 12:35:09 PM,7/30/2024 10:19:15 AM,8/23/2024 4:11:47 PM,"Cl23bn 3a-62, Cali, Valle Cauca, Colombia"
