,IMEI,Unit Type,Unit,Unit ID
877,862369031486950,Queclink GL 300W,13NX -  OLGA LOPEZ,13NX
878,862369031488220,Queclink GL 300W,13NY-ESPERANZA CASTR,13NY
879,862369031488253,Queclink GL 300W,13NZ,13NZ
880,862369031489053,Queclink GL 300W,13O0,13O0
881,862369031491588,Queclink GL 300W,13O3 - MANUEL MAMANC,13O3
882,862369031492677,Queclink GL 300W,13O4 - stella alfons,13O4
883,862369031492891,Queclink GL 300W,13O7 - martha ventur,13O7
884,862369031496454,Queclink GL 300W,13OA,13OA
885,862369031499409,Queclink GL 300W,13OD-YINA BERNAL,13OD
886,862369031499508,Queclink GL 300W,13OE - Hortensia Tru,13OE
887,862369031500479,Queclink GL 300W,13OF - ANA LILI MORE,13OF
888,868574042749387,Queclink GV55W,2001-SLK346,0Z8A
889,868574042732573,Queclink GV55W,2020-SMU235,0ZAZ
890,868574042661251,Queclink GV55W,2061-UPB093,12HZ
891,868574042630744,Queclink GV55W,2003-SLK363,12I1
892,868574042712336,Queclink GV55W,2054-TOP020,12I8
893,868574042620927,Queclink GV55W,2005-SLK390,12I9
894,868574042701701,Queclink GV55W,2040-STS685,12IA
895,868574042740667,Queclink GV55W,2007-UPB264,12IB
896,868574042718473,Queclink GV55W,2052-TOD776,12ID
897,868574042690615,Queclink GV55W,2046-TMI384,12IE
898,868574042713359,Queclink GV55W,2006-SLK442,12IH
899,868574042696265,Queclink GV55W,2034SCK034,12II
900,868574042689674,Queclink GV55W,2009-UPB440,12IK
901,868574042659222,Queclink GV55W,2028-UPA988,12IM
902,868574042713516,Queclink GV55W,2021-TMU370,12IO
903,868574042643382,Queclink GV55W,2004-SLK382,12IP
904,868574042669429,Queclink GV55W,2002-SLK358,12IQ
905,868574042594916,Queclink GV55W,2013-WHP062,12IU
906,868574042694211,Queclink GV55W,2014-WHP063,12IY
907,868574042707716,Queclink GV55W,2050-XIE294,12J0
908,868574042643374,Queclink GV55W,2017-UPA934,12J1
909,868574042642269,Queclink GV55W,2032-SKR122,12JV
910,868574042449426,Queclink GV55W,2031-SJS261,752A
911,868574042426481,Queclink GV55W,2019-SEK572,791H
912,868574042449111,Queclink GV55W,2060 TRG228,E364
913,868574042432356,Queclink GV55W,2053-TTG104,N017
914,868574042435193,Queclink GV55W,2043-TRE168,Q536
915,868574042749171,Queclink GV55W,2029-TOD754,T914
916,868574042748090,Queclink GV55W,2037-TTG027,T928
917,353816052438977,GenX 5P,TKF729 ,0ASA
918,357520075652707,GenX 653B EA 5B,SXJ966,0A8J
919,358696042843998,GenX 5P,WHU661,0Y2D
920,868574042894274,Queclink GV55W,LXS835,14HZ
921,868574042887872,Queclink GV55W,SQL465,14N3
922,868574042725056,Queclink GV55W,SY003CE0110K8,0ZL6
923,358077093400584,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,FVK262 PU,0Y2V
924,358077093396899,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WOS486,0Y32
925,358077093349005,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,EXX962 PU,0Y3M
926,358077093352389,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SMO035,0Y3N
927,358077093174544,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,NOK390,0Y3R
928,358077093320691,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,TUK189 PU,0Y6H
929,358077093313720,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,UPP747,0Y6L
930,358077093310015,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WGZ183 PU,0Y77
931,358077093310858,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,FVK262,0Y8G
932,358077093344527,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,VEM849 PU,0Y8J
933,354514101222356,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,TLN573 PU,0Y9V
934,354514101231423,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,GUU584 PU,0YA5
935,358077093129787,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,TUK438 PU,0YBL
936,358077093347561,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,TDS275,0YE9
937,358077093335913,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,FSV201 PU,0YF0
938,354514102543388,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,WGZ181 PU,12H4
939,354514102533264,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,TDS275 Pu,12H5
940,354514102535392,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,WOS486 PU,12H6
941,354514102294081,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,WFQ506 PU,12H7
942,354514102534809,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,WGZ182 PU,12H8
943,354514102532266,"CalAmp 2630 - HSPA -LMU26H3001-G1000

 Accum",FST472 PU,12HV
944,354514102545946,CalAmp 2620 - 3G - LMU26H201-G1000,WCR142 PU,12HW
945,354514102545557,CalAmp 2620 - 3G - LMU26H201-G1000,LLR400 PU,12HX
946,354514102406750,CalAmp 2620 - 3G - LMU26H201-G1000,NOK390 PU,12HY
947,354514102533223,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,NHO069,12MO
948,354514102533249,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,LLR295 PU,12MP
949,354514102530724,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,NHO069 PU,12MR
950,358077093129605,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,LLR295,12MS
951,354514102550078,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,SMO035 PU,157W
952,354514102531516,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,UPP747 PU,15GZ
953,359369091024626,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,IKJ27F,0Q3X
954,868574042745344,Queclink GV55W,SML832,0XH4
955,868574042741582,Queclink GV55W,XMB499,0ZE4
956,868574042673231,Queclink GV55W,HENEWANG,12MH
957,868574042923859,Queclink GV55W,XAJ336,15IX
958,354514102543750,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SNQ520,12NK
959,354514102406909,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,EQQ494,12NT
960,868574042909940,Queclink GV55W,Moto,15IL
961,868574042771340,Queclink GV55W,UBR055,0QRQ
962,868574042786553,Queclink GV55W,CATERPILLAR 446B,13PC
963,868574042582408,Queclink GV55W,GUU709,0ZJ2
964,868574042742291,Queclink GV55W,SZX982,0Z94
965,868574042735030,Queclink GV55W,TOK042,0ZAA
966,868574042732458,Queclink GV55W,SHN957,0ZAL
967,868574042746482,Queclink GV55W,SKY818,0ZAY
968,868574042903786,Queclink GV55W,SHANTUI135,15GF
969,868574042695523,Queclink GV55W,SQY338,12PF
970,868574041978292,Queclink GV55W,STK941,12PM
971,868574042681101,Queclink GV55W,DTQ844 ,14G1
972,868574042738851,Queclink GV55W,EXCAVATOR 6838,12SA
973,868574041982641,Queclink GV55W,EXCAVADORALOVOL0937,0JA1
974,868574042797477,Queclink GV55W,SANY 7688,12QK
975,868574042425442,Queclink GV55W,EOX041,0XMP
976,868574042395249,Queclink GV55W,UEM735,0AWO
977,868574042905500,Queclink GV55W,EXCAVADORA MC079845,14PH
978,868574042700380,Queclink GV55W,SY007CEP259K8,12K9
979,357520072845585,GenX Super 5,VKJ806,S609
980,868574042659776,Queclink GV55W,GLB198,09KX
981,868574042710108,Queclink GV55W,CATERPILLAR D5MXL,0ZE1
982,868574042742143,Queclink GV55W,XCMG XE150D,0ZEB
983,868574042726203,Queclink GV55W,ZCR146,0ZEG
984,868574042726245,Queclink GV55W,SY007SCD35868,0ZCZ
985,868574042746664,Queclink GV55W,SY007SCD35878,0ZD4
986,868574042748439,Queclink GV55W,SY007CD5116K8,12GN
987,868574042609961,Queclink GV55W,SY007CD5531K8,12S8
988,868574042917828,Queclink GV55W,ETK693,14FM
989,868574042924899,Queclink GV55W, Doosan 340-1,14HH
990,868574042905385,Queclink GV55W,doosan300,14HI
991,868574042841515,Queclink GV55W,CARGADOR SDLG956,14HJ
992,868574042896659,Queclink GV55W,Warriors 1800,14HU
993,868574042868310,Queclink GV55W,SWQ199,14KF
994,868574042871678,Queclink GV55W,SOQ176,14L7
995,868574042920020,Queclink GV55W,RETRO 2074,15KO
996,357041066463566,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,JCB SSL190,0VJT
997,357041060829366,CalAmp 2630 - 3G - LMU2631H-H000-G1000,NEW HOLLAND LS 180,0VJY
998,357041068147191,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,JCB 3CXTT,0VKK
999,868574042017173,Queclink GV55W,JKY926,12L6
1000,868574042728019,Queclink GV55W,MYY547,0ZJE
1001,868574042719133,Queclink GV55W,SY007CEP260K8,12ME
1002,352556102951576,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,HOLLAN L223,0NRV
1003,352556102057549,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXR,0VXR
1004,868574042874839,Queclink GV55W,NOW639,14O8
1005,868574042888920,Queclink GV55W,GTM376,14OE
1006,868574042783931,Queclink GV55W,LPL062,13G0
1007,868574042784673,Queclink GV55W,LGV080,13GI
1008,868574042787965,Queclink GV55W,KSZ459,13GP
1009,868574042783329,Queclink GV55W,KSZ494,13GX
1010,868574042785316,Queclink GV55W,KPP624,13H2
1011,868574042784723,Queclink GV55W,LPL028,13H5
1012,868574042784103,Queclink GV55W,CATERPILLAR 1196,13H7
1013,868574042781745,Queclink GV55W,LSX158,13H8
1014,868574042788476,Queclink GV55W,LGV079,13HI
1015,868574042787221,Queclink GV55W,LQV809,13HN
1016,868574042745088,Queclink GV55W,VAK069,0ZEH
1017,868574042726237,Queclink GV55W,TGZ225,0ZFY
1018,868574042784020,Queclink GV55W,GPY284,14CH
1019,355233050973195,GenX 656B,IWO230,269N
1020,868574042727847,Queclink GV55W,KAV504,0D1F
1021,868574042610035,Queclink GV55W,BKW248,0Z8C
1022,352556101957442,CalAmp 2631 - Gemalto HSPA - LMU2631H-H000-GTC01,QIA258,0CZG
1023,868574042714894,Queclink GV55W,SXM706,12I7
1024,868574042615257,Queclink GV55W,YAQ687,0CZ1
1025,868574042653027,Queclink GV55W,SPH020,07S1
1026,868574042789474,Queclink GV55W,LXS712,13GQ
1027,868574042784699,Queclink GV55W,SY024CEM295S8,13JT
1028,868574042928684,Queclink GV55W,DUW798,15NY
1029,868574042606157,Queclink GV55W,SY007CD5510K8,12SD
1030,354514102529213,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WZE465,12M1
1031,354514102533173,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WZE466,12MZ
1032,354514102423821,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WZE467,12N1
1033,354514102529296,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WZE468,12N5
1034,354514102530401,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,WZE464,12NW
1035,868574042926050,Queclink GV55W,S530,14M7
1036,868574042917059,Queclink GV55W,WNT697,14N1
1037,868574042897947,Queclink GV55W,SPH808,14J3
1038,868574042913355,Queclink GV55W,XVP649,14N8
1039,868574042858816,Queclink GV55W,UAR598,15CZ
1040,868574042899604,Queclink GV55W,UAP929,15D1
1041,868574042858063,Queclink GV55W,XVU952,15D6
1042,868574042863758,Queclink GV55W,SLP174,15DH
1043,868574042857875,Queclink GV55W,TRP078,15E1
1044,868574042907027,Queclink GV55W,UAO586,15E6
1045,868574042915814,Queclink GV55W,XVO410,15EJ
1046,868574042923099,Queclink GV55W,TPY950,15LI
1047,868574042845334,Queclink GV55W,SPI230,15LJ
1048,868574042924162,Queclink GV55W,SJR801,15LK
1049,868574042928833,Queclink GV55W,XMB461,15LV
1050,868574042930466,Queclink GV55W,UAN790,15LZ
1051,868574042925995,Queclink GV55W,XVO358,15M0
1052,868574042895297,Queclink GV55W,UAM325,15M1
1053,868574042909247,Queclink GV55W,UAO861,15M4
1054,868574042924154,Queclink GV55W,TKI052,15M7
1055,868574042902895,Queclink GV55W,UAN646,15M8
1056,868574042930482,Queclink GV55W,TNF678,15M9
1057,868574042848650,Queclink GV55W,UAO940,15MO
1058,868574042931480,Queclink GV55W,UAM450,15MP
1059,868574042921663,Queclink GV55W,TKI593,15N4
1060,868574042924642,Queclink GV55W,WHI947,15NL
1061,868574042931324,Queclink GV55W,UAO041,15NM
1062,868574042921622,Queclink GV55W,TPQ091,15NN
1063,868574042924519,Queclink GV55W,SLP442,15O0
1064,868574042857057,Queclink GV55W,XVU383,15O4
1065,868574042910120,Queclink GV55W,XVN243,15OG
1066,868574042891304,Queclink GV55W,XVO853,15OH
1067,868574042895057,Queclink GV55W,UAO056,15OK
1068,868574041968640,Queclink GV55W,SY013CCD16508,0W9U
1069,359369090061553,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,KOMATSU,600H
1070,868574042847835,Queclink GV55W,NOZ963,15CF
1071,354514102532118,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,HGO436,009F
1072,358077093404461,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,UAN329,00MU
1073,354514102534338,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CQT037,01VF
1074,354514102528579,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SZL319,021T
1075,354514102530492,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,OIB429,034L
1076,354514102534395,CalAmp 2630 - 3G - LMU2631H-H000-G1000,RETROEXCAVADORA 428C,0A7T
1077,6B301AM5,VidFleet 4K,LTO714 VF,0VLY
1078,868574041978995,Queclink GV55W,LYW783,0WC7
1079,868574042021498,Queclink GV55W,LYW781,0WDZ
1080,868574041316964,Queclink GV55W,LYW773,0WFR
1081,358077093317242,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,KQR421,0WYJ
1082,868574041385100,Queclink GV55W,LYW776,0XH6
1083,868574041198115,Queclink GV55W,HXP100,0XLX
1084,352556102863029,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,WOP181,0XTK
1085,868574042455035,Queclink GV55W,JUS106,0Y7V
1086,868574042742176,Queclink GV55W,GZT784,0Z9P
1087,868574042752357,Queclink GV55W,TDX730,0ZF6
1088,868574042676101,Queclink GV55W,IMR999,0ZFF
1089,868574042584685,Queclink GV55W,LYW775,0ZFI
1090,868574042711742,Queclink GV55W,LYW774,0ZFO
1091,868574042672381,Queclink GV55W,LYW782,0ZFP
1092,868574042717749,Queclink GV55W,RHD163,0ZGY
1093,868574042592266,Queclink GV55W,KSM751,0ZH0
1094,868574042625090,Queclink GV55W,LYW882,0ZHF
1095,868574042749437,Queclink GV55W,LYW771,0ZHG
1096,868574042598495,Queclink GV55W,LYW779,0ZHM
1097,868574042601281,Queclink GV55W,LYW785,0ZI1
1098,868574042601133,Queclink GV55W,LYW772,0ZI9
1099,868574042634076,Queclink GV55W,LYW788,0ZID
1100,868574042721923,Queclink GV55W,LYW766,0ZIQ
1101,868574042633599,Queclink GV55W,LYW768,0ZIX
1102,868574042586524,Queclink GV55W,LYW778,0ZJ4
1103,868574042599188,Queclink GV55W,LYW836,0ZJG
1104,868574042728878,Queclink GV55W,LYW786,0ZJT
1105,868574042599923,Queclink GV55W,LYW784,0ZKI
1106,868574042716543,Queclink GV55W,GZV811,0ZLE
1107,868574042676564,Queclink GV55W,WGO452,0ZLK
1108,6B301AU6,VidFleet 4K,JUS106 VF,10KR
1109,6B301AVT,VidFleet 4K,KQR421 VF,11HC
1110,868574042748132,Queclink GV55,JUS661,132P
1111,868574042872510,Queclink GV55W,KFT957,14M8
1112,868574042446554,Queclink GV55W,GKV878,7495
1113,868574042434352,Queclink GV55W,JUU630,9605
1114,354514102409226,CalAmp 2630 - 3G - LMU2631H-H000-G1000,RCE743,J313
1115,354514102534452,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,GNB446,J375
1116,354514102407386,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CQT038,R226
1117,6B301BNG,VidFleet 4K,LPL266 VF,147N
1118,869487060152336,Topfly PioneerX,Prueba TopFly,14U4
1119,868574042598743,Queclink GV55W,TORTU2 GTU206,S478
1120,868574042763735,Queclink GV55W,LA TORTU GTU922,T941
1121,352556102056145,GenX 5P,HITACHI 2013,0O7J
1122,868574042896345,Queclink GV55W,WNW100,14JU
1123,868574042439948,Queclink GV55W,GKV852,786H
1124,868574042432497,Queclink GV55W,G-16,791E
1125,354514102530682,CalAmp 2630 - 3G - LMU2631H-H000-G1000,TVB343,0YAO
1126,868574042757141,Queclink GV55W,LSX175,0Z8N
1127,868574042746029,Queclink GV55W,EXCAVADORA336DM,0Z9O
1128,868574042727227,Queclink GV55W,CATERPILLAR-D8R,0Z9V
1129,868574042733266,Queclink GV55W,LSX157,0ZAK
1130,868574042734793,Queclink GV55W,PAJARITA3CX,0ZAV
1131,868574042745708,Queclink GV55W,CARGADOR950GC,0ZAX
1132,868574042749502,Queclink GV55W,BULLDOZERD8L,0ZB4
1133,868574042746797,Queclink GV55W,CTERPILLAR 950H,0ZBB
1134,868574042738521,Queclink GV55W,EXCAVADORA336DL,0ZDC
1135,868574042727169,Queclink GV55W,EXCAVADORA420D,0ZEJ
1136,868574042722970,Queclink GV55W,BULDOZERD5G,0ZF4
1137,868574042713623,Queclink GV55W,EXCAVADORA323DL,0ZF9
1138,868574042675020,Queclink GV55W,MINICARGADOR 236D,0ZFB
1139,868574042678693,Queclink GV55W,SXZ948,12OE
1140,6B301GPA,VidFleet 4K,336DL VF,14U2
1141,868574042432109,Queclink GV55W,MINICARGADOR 236B3,732H
1142,868574041321980,Queclink GV55W,CARGADOR 938G,D606
1143,868574042437942,Queclink GV55W,CARTERPILLAR 966H,S535
1144,868574042921069,Queclink GV55W,LJU594,15HO
1145,868574042597836,Queclink GV55W,CATERPILLAR 950F,0DN2
1146,351628096971638,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,CAT930H3595,0SN8
1147,868574042426556,Queclink GV55W,KSK272,0XPH
1148,868574042608286,Queclink GV55W,CASE 821F NEF230072,0XUV
1149,868574042735055,Queclink GV55W,CPU No.6 - S75557,0ZBL
1150,868574042931118,Queclink GV55W,NOK070,15FA
1151,868574042781729,Queclink GV55W,HD1200J 151C,14CT
1152,868574042899240,Queclink GV55W,HS1200J 017C,14CU
1153,868574042909429,Queclink GV55W,HD1200J 127C,14CV
1154,868574042875422,Queclink GV55W,HD1200J 150C,14D1
1155,868574042855291,Queclink GV55W,ORTECO 2023149C,14DN
1156,868574042796537,Queclink GV55W,SANY 3268,13HU
1157,358077093353569,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,NMN686,0Y9H
1158,868574042721535,Queclink GV55W,XVM017,05XB
1159,868574042658612,Queclink GV55W,SML646  ,05YZ
1160,868574042608930,Queclink GV55W,UPO421,09IN
1161,868574042726187,Queclink GV55W,TZW775,0ZFU
1162,868574042744321,Queclink GV55W,TZW776,0ZFV
1163,868574042889803,Queclink GV55W,SOD187,14KG
1164,868574042890892,Queclink GV55W,VKI214,14ZL
1165,868574042896139,Queclink GV55W,SKV553,14ZS
1166,868574042911623,Queclink GV55W,UFU652,152L
1167,868574042899059,Queclink GV55W,SKM126,15CG
1168,868574042599667,Queclink GV55W,RETROEXCAVADORA 7165,12IS
1169,351628098667234,CalAmp 2630 - 3G - LMU2631H-H000-G1000,MINICARGADOR-L20,0I09
1170,868574042745294,Queclink GV55W,DIU351,0ZGU
1171,863457051934378,Queclink GL 300W,SY013CCD17188,02CL
1172,868574042673827,Queclink GV55W,VOLVO 8299,04VF
1173,868574042927314,Queclink GV55W,VER677,15IY
1174,868574042791389,Queclink GV55W,UFP949,12QR
1175,868574042794342,Queclink GV55W,XMB720,12QU
1176,868574042788898,Queclink GV55W,SKI751,12QZ
1177,868574042567391,Queclink GV55W,EJB434,12R0
1178,868574042571187,Queclink GV55W,SUF688,12R1
1179,868574042467485,Queclink GV55W,BCJ370,12R2
1180,868574042785183,Queclink GV55W,BCU029,12RR
1181,868574042787528,Queclink GV55W,FLF242,13DH
1182,868574042785886,Queclink GV55W,UQY161,13EC
1183,868574042788542,Queclink GV55W,SUF093,13ED
1184,868574042783519,Queclink GV55W,SUD769,13EF
1185,868574042781869,Queclink GV55W,SMT324,13EG
1186,868574042789300,Queclink GV55W,WFC800,13EH
1187,868574042786538,Queclink GV55W,UQY636,13EJ
1188,868574042785985,Queclink GV55W,SKO395,13EM
1189,868574042789995,Queclink GV55W,SMT305,13EO
1190,868574042789631,Queclink GV55W,UQT999,13EU
1191,868574042790522,Queclink GV55W,GQV740,13EW
1192,868574042789060,Queclink GV55W,WLN498,13EY
1193,868574042793427,Queclink GV55W,TDX850,13EZ
1194,868574042785407,Queclink GV55W,CVZ778,13F0
1195,868574042783006,Queclink GV55W,SUE210,13F1
1196,868574042786207,Queclink GV55W,JAI582,13F2
1197,868574042784343,Queclink GV55W,WFD781,13F3
1198,868574042786892,Queclink GV55W,FUC855,13F4
1199,868574042787791,Queclink GV55W,TAX688,13F6
1200,868574042783758,Queclink GV55W,UQY968,13F7
1201,868574042784772,Queclink GV55W,TTS000,13F8
1202,868574042785225,Queclink GV55W,QFO517,13F9
1203,868574042784244,Queclink GV55W,XLJ166,13FB
1204,868574042785043,Queclink GV55W,GIU295,13FC
1205,868574042789755,Queclink GV55W,UQX004,13FD
1206,868574042788369,Queclink GV55W,TAW802,13FE
1207,868574042782743,Queclink GV55W,TTS082,13FF
1208,868574042782180,Queclink GV55W,SKP179,13FH
1209,868574042786280,Queclink GV55W,FLF147,13FI
1210,868574042782792,Queclink GV55W,TTS326,13FJ
1211,868574042786934,Queclink GV55W,UQY253,13FL
1212,868574042785688,Queclink GV55W,TAO524,13FM
1213,868574042784624,Queclink GV55W,SOZ785,13FO
1214,868574042781976,Queclink GV55W,BUW210,13FP
1215,868574042783675,Queclink GV55W,SKP180,13FQ
1216,868574042786801,Queclink GV55W,XMA195,13FR
1217,868574042789417,Queclink GV55W,TDX863,13FS
1218,868574042789029,Queclink GV55W,SSY272,13FT
1219,868574042788294,Queclink GV55W,BUL806,13FU
1220,868574042784707,Queclink GV55W,SUF689,13FV
1221,868574042794391,Queclink GV55W,ZIP306,13FW
1222,868574042787502,Queclink GV55W,WFD101,13FX
1223,868574042784962,Queclink GV55W,SKO265,13FY
1224,868574042785175,Queclink GV55W,HFB086,13FZ
1225,868574042787627,Queclink GV55W,WLN470,13G1
1226,868574042787262,Queclink GV55W,JIC835,13G2
1227,868574042789805,Queclink GV55W,SSY321,13G3
1228,868574042785381,Queclink GV55W,WNN331,13G5
1229,868574042788864,Queclink GV55W,MOA127,13G6
1230,868574042785571,Queclink GV55W,TTS325,13G7
1231,868574042788286,Queclink GV55W,TAW801,13G8
1232,868574042926894,Queclink GV55W,SKO208,13G9
1233,868574042786009,Queclink GV55W,SOZ786,13GA
1234,868574042785274,Queclink GV55W,TAW799,13GB
1235,868574042786561,Queclink GV55W,WFD085,13GC
1236,868574042784715,Queclink GV55W,SUF092,13GD
1237,868574042782834,Queclink GV55W,UQY458,13GE
1238,868574042785803,Queclink GV55W,WFC786,13GF
1239,868574042792726,Queclink GV55W,CHE192,13GG
1240,868574042789938,Queclink GV55W,UQY483,13GH
1241,868574042783683,Queclink GV55W,XMB471,13GR
1242,868574042794029,Queclink GV55W,CSD459,13GT
1243,868574042783311,Queclink GV55W,TTS138,13GU
1244,868574042788344,Queclink GV55W,UQY349,13GZ
1245,868574042785084,Queclink GV55W,UQY162,13H1
1246,868574042785589,Queclink GV55W,SOZ210,13H3
1247,868574042784749,Queclink GV55W,SKP177,13H9
1248,868574042783287,Queclink GV55W,BBO083,13HA
1249,868574042787650,Queclink GV55W,UQY477,13HB
1250,868574042789870,Queclink GV55W,BEO768,13HC
1251,868574042787015,Queclink GV55W,SOZ209,13HD
1252,868574042784467,Queclink GV55W,TDX849,13HE
1253,868574042787346,Queclink GV55W,UQY350,13HH
1254,868574042787080,Queclink GV55W,TAW800,13HO
1255,868574042788849,Queclink GV55W,TAO522,13HP
1256,868574042786371,Queclink GV55W,TAO523,13HQ
1257,868574042784418,Queclink GV55W,NPR431,14D6
1258,868574042877337,Queclink GV55W,MAQ456,0XPF
1259,868574042885108,Queclink GV55W,TMY219,14M2
1260,868574042902929,Queclink GV55W,KOMATSU15EO,14PU
1261,352556102950685,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,SW9353CC08688,0V40
1262,868574042784855,Queclink GV55W,WGA868,13I4
1263,868574042914486,Queclink GV55W,MI739983,15GD
1264,868574042889753,Queclink GV55W,UNA650,14GO
1265,868574042866223,Queclink GV55W,JJS257,14PA
1266,868574042862529,Queclink GV55W,UFJ564,15A8
1267,868574042918107,Queclink GV55W,CAMIONETA C17,13OS
1268,6B301GPK,VidFleet 4K,VKK452 VF,15QU
1269,868574042886825,Queclink GV55W,TLZ078,15I4
1270,868574042908694,Queclink GV55W,SKX266,15IQ
1271,868574042879721,Queclink GV55W,HWU576,15CH
1272,357041062800001,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,SZY382,02U3
1273,868574042657796,Queclink GV55W,GVM892,0XE0
1274,868574042409453,Queclink GV55W,LXU754,0XIS
1275,868574042910906,Queclink GV55W,MJQ737,14PE
1276,868574042744388,Queclink GV55W,JBN419,0ZAP
1277,868574042762752,Queclink GV55W,AMARILLA,12G0
1278,868574042676192,Queclink GV55W,MINI CARGADOR,12G2
1279,868574042783808,Queclink GV55W,AZULITA,13FK
1280,868574042784517,Queclink GV55W,DIMAS,13HK
1281,868574042712369,Queclink GV55W,WGW195,12K7
1282,868574042617832,Queclink GV55W,UZC563,12KA
1283,868574042790019,Queclink GV55W,NDP269,13QK
1284,868574042797428,Queclink GV55W,IAH87D,13QL
1285,868574042918677,Queclink GV55W,HEP238,13OI
1286,868574042880968,Queclink GV55W,KLP622,13OM
1287,358077092120092,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,ENM531,0M2G
1288,868574042786512,Queclink GV55W,SCHWINGSP-305,13IE
1289,868574042782933,Queclink GV55W,SOILMECSR30,13IF
1290,868574042782255,Queclink GV55W,Schwing SP-305,13IK
1291,868574042783246,Queclink GV55W,Soilmec SR-30 (#021),13IP
1292,868574042785282,Queclink GV55W,Hitachi ZX 135 ,13IS
1293,868574042783097,Queclink GV55W,SOILMEC SF-50,13IT
1294,868574042781703,Queclink GV55W,NOX321,13QE
1295,868574042877592,Queclink GV55W,THOMAS LQ000646,14MW
1296,863457051932935,Queclink GL 300W,SY0079CD33958,902L
1297,868574042645213,Queclink GV55W,BOBCAT,04UH
1298,868574042697834,Queclink GV55W,BWQ643,12O6
1299,868574042778592,Queclink GV55W,GXX988,0XEV
1300,868574042431465,Queclink GV55W,MUV272,0XPK
1301,868574042451364,Queclink GV55W,SY013CCD16368,0XCY
1302,868574042726161,Queclink GV55W,GYB39F,0ZB0
1303,868574042733407,Queclink GV55W,BUF56D,0ZB3
1304,868574042750484,Queclink GV55W,KAX18G,0ZBG
1305,868574042728381,Queclink GV55W,GYB38F,0ZBI
1306,868574042734421,Queclink GV55W,LHS14F,0ZBP
1307,868574042746532,Queclink GV55W,091AFG,0ZBU
1308,868574042746565,Queclink GV55W,NHR458,0ZBV
1309,868574042745500,Queclink GV55W,JKU622,0ZCE
1310,868574042742044,Queclink GV55W,WLQ604,0ZCF
