,Unit,Unit ID,Unit Type,IMEI
871,13NM,13NM,Queclink GL 300W,862369031500412
872,13NN,13NN,Queclink GL 300W,862369031471218
873,13NO -  ANGIE MUÑOZ,13NO,Queclink GL 300W,862369031472950
874,13NP - MARTHA CRUZ,13NP,Queclink GL 300W,862369031475557
875,13NQ,13NQ,Queclink GL 300W,862369031477025
876,13NW -MAYERLY MONTEN,13NW,Queclink GL 300W,862369031486042
877,13NX -  OLGA LOPEZ,13NX,Queclink GL 300W,862369031486950
878,13NY-ESPERANZA CASTR,13NY,Queclink GL 300W,862369031488220
879,13NZ,13NZ,Queclink GL 300W,862369031488253
880,13O0,13O0,Queclink GL 300W,862369031489053
881,13O3 - MANUEL MAMANC,13O3,Queclink GL 300W,862369031491588
882,13O4 - stella alfons,13O4,Queclink GL 300W,862369031492677
883,13O7 - martha ventur,13O7,Queclink GL 300W,862369031492891
884,13OA,13OA,Queclink GL 300W,862369031496454
885,13OD-YINA BERNAL,13OD,Queclink GL 300W,862369031499409
886,13OE - Hortensia Tru,13OE,Queclink GL 300W,862369031499508
887,13OF - ANA LILI MORE,13OF,Queclink GL 300W,862369031500479
888,2001-SLK346,0Z8A,Queclink GV55W,868574042749387
889,2020-SMU235,0ZAZ,Queclink GV55W,868574042732573
890,2061-UPB093,12HZ,Queclink GV55W,868574042661251
891,2003-SLK363,12I1,Queclink GV55W,868574042630744
892,2054-TOP020,12I8,Queclink GV55W,868574042712336
893,2005-SLK390,12I9,Queclink GV55W,868574042620927
894,2040-STS685,12IA,Queclink GV55W,868574042701701
895,2007-UPB264,12IB,Queclink GV55W,868574042740667
896,2052-TOD776,12ID,Queclink GV55W,868574042718473
897,2046-TMI384,12IE,Queclink GV55W,868574042690615
898,2006-SLK442,12IH,Queclink GV55W,868574042713359
899,2034SCK034,12II,Queclink GV55W,868574042696265
900,2009-UPB440,12IK,Queclink GV55W,868574042689674
901,2028-UPA988,12IM,Queclink GV55W,868574042659222
902,2021-TMU370,12IO,Queclink GV55W,868574042713516
903,2004-SLK382,12IP,Queclink GV55W,868574042643382
904,2002-SLK358,12IQ,Queclink GV55W,868574042669429
905,2013-WHP062,12IU,Queclink GV55W,868574042594916
906,2014-WHP063,12IY,Queclink GV55W,868574042694211
907,2050-XIE294,12J0,Queclink GV55W,868574042707716
908,2017-UPA934,12J1,Queclink GV55W,868574042643374
909,2032-SKR122,12JV,Queclink GV55W,868574042642269
910,2031-SJS261,752A,Queclink GV55W,868574042449426
911,2019-SEK572,791H,Queclink GV55W,868574042426481
912,2060 TRG228,E364,Queclink GV55W,868574042449111
913,2053-TTG104,N017,Queclink GV55W,868574042432356
914,2043-TRE168,Q536,Queclink GV55W,868574042435193
915,2029-TOD754,T914,Queclink GV55W,868574042749171
916,2037-TTG027,T928,Queclink GV55W,868574042748090
917,TKF729 ,0ASA,GenX 5P,353816052438977
918,SXJ966,0A8J,GenX 653B EA 5B,357520075652707
919,WHU661,0Y2D,GenX 5P,358696042843998
920,LXS835,14HZ,Queclink GV55W,868574042894274
921,SQL465,14N3,Queclink GV55W,868574042887872
922,SY003CE0110K8,0ZL6,Queclink GV55W,868574042725056
923,FVK262 PU,0Y2V,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093400584
924,WOS486,0Y32,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093396899
925,EXX962 PU,0Y3M,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093349005
926,SMO035,0Y3N,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093352389
927,NOK390,0Y3R,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093174544
928,TUK189 PU,0Y6H,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093320691
929,UPP747,0Y6L,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093313720
930,WGZ183 PU,0Y77,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093310015
931,FVK262,0Y8G,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093310858
932,VEM849 PU,0Y8J,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093344527
933,TLN573 PU,0Y9V,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514101222356
934,GUU584 PU,0YA5,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514101231423
935,TUK438 PU,0YBL,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093129787
936,TDS275,0YE9,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093347561
937,FSV201 PU,0YF0,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093335913
938,WGZ181 PU,12H4,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102543388
939,TDS275 Pu,12H5,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102533264
940,WOS486 PU,12H6,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102535392
941,WFQ506 PU,12H7,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102294081
942,WGZ182 PU,12H8,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102534809
943,FST472 PU,12HV,"CalAmp 2630 - HSPA -LMU26H3001-G1000

 Accum",354514102532266
944,WCR142 PU,12HW,CalAmp 2620 - 3G - LMU26H201-G1000,354514102545946
945,LLR400 PU,12HX,CalAmp 2620 - 3G - LMU26H201-G1000,354514102545557
946,NOK390 PU,12HY,CalAmp 2620 - 3G - LMU26H201-G1000,354514102406750
947,NHO069,12MO,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102533223
948,LLR295 PU,12MP,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102533249
949,NHO069 PU,12MR,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102530724
950,LLR295,12MS,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093129605
951,SMO035 PU,157W,CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000,354514102550078
952,UPP747 PU,15GZ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102531516
953,IKJ27F,0Q3X,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369091024626
954,SML832,0XH4,Queclink GV55W,868574042745344
955,XMB499,0ZE4,Queclink GV55W,868574042741582
956,HENEWANG,12MH,Queclink GV55W,868574042673231
957,XAJ336,15IX,Queclink GV55W,868574042923859
958,SNQ520,12NK,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102543750
959,EQQ494,12NT,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102406909
960,Moto,15IL,Queclink GV55W,868574042909940
961,UBR055,0QRQ,Queclink GV55W,868574042771340
962,CATERPILLAR 446B,13PC,Queclink GV55W,868574042786553
963,GUU709,0ZJ2,Queclink GV55W,868574042582408
964,SZX982,0Z94,Queclink GV55W,868574042742291
965,TOK042,0ZAA,Queclink GV55W,868574042735030
966,SHN957,0ZAL,Queclink GV55W,868574042732458
967,SKY818,0ZAY,Queclink GV55W,868574042746482
968,SHANTUI135,15GF,Queclink GV55W,868574042903786
969,SQY338,12PF,Queclink GV55W,868574042695523
970,STK941,12PM,Queclink GV55W,868574041978292
971,DTQ844 ,14G1,Queclink GV55W,868574042681101
972,EXCAVATOR 6838,12SA,Queclink GV55W,868574042738851
973,EXCAVADORALOVOL0937,0JA1,Queclink GV55W,868574041982641
974,SANY 7688,12QK,Queclink GV55W,868574042797477
975,EOX041,0XMP,Queclink GV55W,868574042425442
976,UEM735,0AWO,Queclink GV55W,868574042395249
977,EXCAVADORA MC079845,14PH,Queclink GV55W,868574042905500
978,SY007CEP259K8,12K9,Queclink GV55W,868574042700380
979,VKJ806,S609,GenX Super 5,357520072845585
980,GLB198,09KX,Queclink GV55W,868574042659776
981,CATERPILLAR D5MXL,0ZE1,Queclink GV55W,868574042710108
982,XCMG XE150D,0ZEB,Queclink GV55W,868574042742143
983,ZCR146,0ZEG,Queclink GV55W,868574042726203
984,SY007SCD35868,0ZCZ,Queclink GV55W,868574042726245
985,SY007SCD35878,0ZD4,Queclink GV55W,868574042746664
986,SY007CD5116K8,12GN,Queclink GV55W,868574042748439
987,SY007CD5531K8,12S8,Queclink GV55W,868574042609961
988,ETK693,14FM,Queclink GV55W,868574042917828
989, Doosan 340-1,14HH,Queclink GV55W,868574042924899
990,doosan300,14HI,Queclink GV55W,868574042905385
991,CARGADOR SDLG956,14HJ,Queclink GV55W,868574042841515
992,Warriors 1800,14HU,Queclink GV55W,868574042896659
993,SWQ199,14KF,Queclink GV55W,868574042868310
994,SOQ176,14L7,Queclink GV55W,868574042871678
995,RETRO 2074,15KO,Queclink GV55W,868574042920020
996,JCB SSL190,0VJT,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041066463566
997,NEW HOLLAND LS 180,0VJY,CalAmp 2630 - 3G - LMU2631H-H000-G1000,357041060829366
998,JCB 3CXTT,0VKK,CalAmp 4232 - 3G - LMU4232H-RH00-G1000,357041068147191
999,JKY926,12L6,Queclink GV55W,868574042017173
1000,MYY547,0ZJE,Queclink GV55W,868574042728019
1001,SY007CEP260K8,12ME,Queclink GV55W,868574042719133
1002,HOLLAN L223,0NRV,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102951576
1003,0VXR,0VXR,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102057549
1004,NOW639,14O8,Queclink GV55W,868574042874839
1005,GTM376,14OE,Queclink GV55W,868574042888920
1006,LPL062,13G0,Queclink GV55W,868574042783931
1007,LGV080,13GI,Queclink GV55W,868574042784673
1008,KSZ459,13GP,Queclink GV55W,868574042787965
1009,KSZ494,13GX,Queclink GV55W,868574042783329
1010,KPP624,13H2,Queclink GV55W,868574042785316
1011,LPL028,13H5,Queclink GV55W,868574042784723
1012,CATERPILLAR 1196,13H7,Queclink GV55W,868574042784103
1013,LSX158,13H8,Queclink GV55W,868574042781745
1014,LGV079,13HI,Queclink GV55W,868574042788476
1015,LQV809,13HN,Queclink GV55W,868574042787221
1016,VAK069,0ZEH,Queclink GV55W,868574042745088
1017,TGZ225,0ZFY,Queclink GV55W,868574042726237
1018,GPY284,14CH,Queclink GV55W,868574042784020
1019,IWO230,269N,GenX 656B,355233050973195
1020,KAV504,0D1F,Queclink GV55W,868574042727847
1021,BKW248,0Z8C,Queclink GV55W,868574042610035
1022,QIA258,0CZG,CalAmp 2631 - Gemalto HSPA - LMU2631H-H000-GTC01,352556101957442
1023,SXM706,12I7,Queclink GV55W,868574042714894
1024,YAQ687,0CZ1,Queclink GV55W,868574042615257
1025,SPH020,07S1,Queclink GV55W,868574042653027
1026,LXS712,13GQ,Queclink GV55W,868574042789474
1027,SY024CEM295S8,13JT,Queclink GV55W,868574042784699
1028,DUW798,15NY,Queclink GV55W,868574042928684
1029,SY007CD5510K8,12SD,Queclink GV55W,868574042606157
1030,WZE465,12M1,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102529213
1031,WZE466,12MZ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102533173
1032,WZE467,12N1,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102423821
1033,WZE468,12N5,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102529296
1034,WZE464,12NW,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102530401
1035,S530,14M7,Queclink GV55W,868574042926050
1036,WNT697,14N1,Queclink GV55W,868574042917059
1037,SPH808,14J3,Queclink GV55W,868574042897947
1038,XVP649,14N8,Queclink GV55W,868574042913355
1039,UAR598,15CZ,Queclink GV55W,868574042858816
1040,UAP929,15D1,Queclink GV55W,868574042899604
1041,XVU952,15D6,Queclink GV55W,868574042858063
1042,SLP174,15DH,Queclink GV55W,868574042863758
1043,TRP078,15E1,Queclink GV55W,868574042857875
1044,UAO586,15E6,Queclink GV55W,868574042907027
1045,XVO410,15EJ,Queclink GV55W,868574042915814
1046,TPY950,15LI,Queclink GV55W,868574042923099
1047,SPI230,15LJ,Queclink GV55W,868574042845334
1048,SJR801,15LK,Queclink GV55W,868574042924162
1049,XMB461,15LV,Queclink GV55W,868574042928833
1050,UAN790,15LZ,Queclink GV55W,868574042930466
1051,XVO358,15M0,Queclink GV55W,868574042925995
1052,UAM325,15M1,Queclink GV55W,868574042895297
1053,UAO861,15M4,Queclink GV55W,868574042909247
1054,TKI052,15M7,Queclink GV55W,868574042924154
1055,UAN646,15M8,Queclink GV55W,868574042902895
1056,TNF678,15M9,Queclink GV55W,868574042930482
1057,UAO940,15MO,Queclink GV55W,868574042848650
1058,UAM450,15MP,Queclink GV55W,868574042931480
1059,TKI593,15N4,Queclink GV55W,868574042921663
1060,WHI947,15NL,Queclink GV55W,868574042924642
1061,UAO041,15NM,Queclink GV55W,868574042931324
1062,TPQ091,15NN,Queclink GV55W,868574042921622
1063,SLP442,15O0,Queclink GV55W,868574042924519
1064,XVU383,15O4,Queclink GV55W,868574042857057
1065,XVN243,15OG,Queclink GV55W,868574042910120
1066,XVO853,15OH,Queclink GV55W,868574042891304
1067,UAO056,15OK,Queclink GV55W,868574042895057
1068,SY013CCD16508,0W9U,Queclink GV55W,868574041968640
1069,KOMATSU,600H,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,359369090061553
1070,NOZ963,15CF,Queclink GV55W,868574042847835
1071,HGO436,009F,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102532118
1072,UAN329,00MU,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093404461
1073,CQT037,01VF,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102534338
1074,SZL319,021T,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102528579
1075,OIB429,034L,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102530492
1076,RETROEXCAVADORA 428C,0A7T,CalAmp 2630 - 3G - LMU2631H-H000-G1000,354514102534395
1077,LTO714 VF,0VLY,VidFleet 4K,6B301AM5
1078,LYW783,0WC7,Queclink GV55W,868574041978995
1079,LYW781,0WDZ,Queclink GV55W,868574042021498
1080,LYW773,0WFR,Queclink GV55W,868574041316964
1081,KQR421,0WYJ,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093317242
1082,LYW776,0XH6,Queclink GV55W,868574041385100
1083,HXP100,0XLX,Queclink GV55W,868574041198115
1084,WOP181,0XTK,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102863029
1085,JUS106,0Y7V,Queclink GV55W,868574042455035
1086,GZT784,0Z9P,Queclink GV55W,868574042742176
1087,TDX730,0ZF6,Queclink GV55W,868574042752357
1088,IMR999,0ZFF,Queclink GV55W,868574042676101
1089,LYW775,0ZFI,Queclink GV55W,868574042584685
1090,LYW774,0ZFO,Queclink GV55W,868574042711742
1091,LYW782,0ZFP,Queclink GV55W,868574042672381
1092,RHD163,0ZGY,Queclink GV55W,868574042717749
1093,KSM751,0ZH0,Queclink GV55W,868574042592266
1094,LYW882,0ZHF,Queclink GV55W,868574042625090
1095,LYW771,0ZHG,Queclink GV55W,868574042749437
1096,LYW779,0ZHM,Queclink GV55W,868574042598495
1097,LYW785,0ZI1,Queclink GV55W,868574042601281
1098,LYW772,0ZI9,Queclink GV55W,868574042601133
1099,LYW788,0ZID,Queclink GV55W,868574042634076
1100,LYW766,0ZIQ,Queclink GV55W,868574042721923
1101,LYW768,0ZIX,Queclink GV55W,868574042633599
1102,LYW778,0ZJ4,Queclink GV55W,868574042586524
1103,LYW836,0ZJG,Queclink GV55W,868574042599188
1104,LYW786,0ZJT,Queclink GV55W,868574042728878
1105,LYW784,0ZKI,Queclink GV55W,868574042599923
1106,GZV811,0ZLE,Queclink GV55W,868574042716543
1107,WGO452,0ZLK,Queclink GV55W,868574042676564
1108,JUS106 VF,10KR,VidFleet 4K,6B301AU6
1109,KQR421 VF,11HC,VidFleet 4K,6B301AVT
1110,JUS661,132P,Queclink GV55,868574042748132
1111,KFT957,14M8,Queclink GV55W,868574042872510
1112,GKV878,7495,Queclink GV55W,868574042446554
1113,JUU630,9605,Queclink GV55W,868574042434352
1114,RCE743,J313,CalAmp 2630 - 3G - LMU2631H-H000-G1000,354514102409226
1115,GNB446,J375,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102534452
1116,CQT038,R226,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,354514102407386
1117,LPL266 VF,147N,VidFleet 4K,6B301BNG
1118,Prueba TopFly,14U4,Topfly PioneerX,869487060152336
1119,TORTU2 GTU206,S478,Queclink GV55W,868574042598743
1120,LA TORTU GTU922,T941,Queclink GV55W,868574042763735
1121,HITACHI 2013,0O7J,GenX 5P,352556102056145
1122,WNW100,14JU,Queclink GV55W,868574042896345
1123,GKV852,786H,Queclink GV55W,868574042439948
1124,G-16,791E,Queclink GV55W,868574042432497
1125,TVB343,0YAO,CalAmp 2630 - 3G - LMU2631H-H000-G1000,354514102530682
1126,LSX175,0Z8N,Queclink GV55W,868574042757141
1127,EXCAVADORA336DM,0Z9O,Queclink GV55W,868574042746029
1128,CATERPILLAR-D8R,0Z9V,Queclink GV55W,868574042727227
1129,LSX157,0ZAK,Queclink GV55W,868574042733266
1130,PAJARITA3CX,0ZAV,Queclink GV55W,868574042734793
1131,CARGADOR950GC,0ZAX,Queclink GV55W,868574042745708
1132,BULLDOZERD8L,0ZB4,Queclink GV55W,868574042749502
1133,CTERPILLAR 950H,0ZBB,Queclink GV55W,868574042746797
1134,EXCAVADORA336DL,0ZDC,Queclink GV55W,868574042738521
1135,EXCAVADORA420D,0ZEJ,Queclink GV55W,868574042727169
1136,BULDOZERD5G,0ZF4,Queclink GV55W,868574042722970
1137,EXCAVADORA323DL,0ZF9,Queclink GV55W,868574042713623
1138,MINICARGADOR 236D,0ZFB,Queclink GV55W,868574042675020
1139,SXZ948,12OE,Queclink GV55W,868574042678693
1140,336DL VF,14U2,VidFleet 4K,6B301GPA
1141,MINICARGADOR 236B3,732H,Queclink GV55W,868574042432109
1142,CARGADOR 938G,D606,Queclink GV55W,868574041321980
1143,CARTERPILLAR 966H,S535,Queclink GV55W,868574042437942
1144,LJU594,15HO,Queclink GV55W,868574042921069
1145,CATERPILLAR 950F,0DN2,Queclink GV55W,868574042597836
1146,CAT930H3595,0SN8,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,351628096971638
1147,KSK272,0XPH,Queclink GV55W,868574042426556
1148,CASE 821F NEF230072,0XUV,Queclink GV55W,868574042608286
1149,CPU No.6 - S75557,0ZBL,Queclink GV55W,868574042735055
1150,NOK070,15FA,Queclink GV55W,868574042931118
1151,HD1200J 151C,14CT,Queclink GV55W,868574042781729
1152,HS1200J 017C,14CU,Queclink GV55W,868574042899240
1153,HD1200J 127C,14CV,Queclink GV55W,868574042909429
1154,HD1200J 150C,14D1,Queclink GV55W,868574042875422
1155,ORTECO 2023149C,14DN,Queclink GV55W,868574042855291
1156,SANY 3268,13HU,Queclink GV55W,868574042796537
1157,NMN686,0Y9H,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,358077093353569
1158,XVM017,05XB,Queclink GV55W,868574042721535
1159,SML646  ,05YZ,Queclink GV55W,868574042658612
1160,UPO421,09IN,Queclink GV55W,868574042608930
1161,TZW775,0ZFU,Queclink GV55W,868574042726187
1162,TZW776,0ZFV,Queclink GV55W,868574042744321
1163,SOD187,14KG,Queclink GV55W,868574042889803
1164,VKI214,14ZL,Queclink GV55W,868574042890892
1165,SKV553,14ZS,Queclink GV55W,868574042896139
1166,UFU652,152L,Queclink GV55W,868574042911623
1167,SKM126,15CG,Queclink GV55W,868574042899059
1168,RETROEXCAVADORA 7165,12IS,Queclink GV55W,868574042599667
1169,MINICARGADOR-L20,0I09,CalAmp 2630 - 3G - LMU2631H-H000-G1000,351628098667234
1170,DIU351,0ZGU,Queclink GV55W,868574042745294
1171,SY013CCD17188,02CL,Queclink GL 300W,863457051934378
1172,VOLVO 8299,04VF,Queclink GV55W,868574042673827
1173,VER677,15IY,Queclink GV55W,868574042927314
1174,UFP949,12QR,Queclink GV55W,868574042791389
1175,XMB720,12QU,Queclink GV55W,868574042794342
1176,SKI751,12QZ,Queclink GV55W,868574042788898
1177,EJB434,12R0,Queclink GV55W,868574042567391
1178,SUF688,12R1,Queclink GV55W,868574042571187
1179,BCJ370,12R2,Queclink GV55W,868574042467485
1180,BCU029,12RR,Queclink GV55W,868574042785183
1181,FLF242,13DH,Queclink GV55W,868574042787528
1182,UQY161,13EC,Queclink GV55W,868574042785886
1183,SUF093,13ED,Queclink GV55W,868574042788542
1184,SUD769,13EF,Queclink GV55W,868574042783519
1185,SMT324,13EG,Queclink GV55W,868574042781869
1186,WFC800,13EH,Queclink GV55W,868574042789300
1187,UQY636,13EJ,Queclink GV55W,868574042786538
1188,SKO395,13EM,Queclink GV55W,868574042785985
1189,SMT305,13EO,Queclink GV55W,868574042789995
1190,UQT999,13EU,Queclink GV55W,868574042789631
1191,GQV740,13EW,Queclink GV55W,868574042790522
1192,WLN498,13EY,Queclink GV55W,868574042789060
1193,TDX850,13EZ,Queclink GV55W,868574042793427
1194,CVZ778,13F0,Queclink GV55W,868574042785407
1195,SUE210,13F1,Queclink GV55W,868574042783006
1196,JAI582,13F2,Queclink GV55W,868574042786207
1197,WFD781,13F3,Queclink GV55W,868574042784343
1198,FUC855,13F4,Queclink GV55W,868574042786892
1199,TAX688,13F6,Queclink GV55W,868574042787791
1200,UQY968,13F7,Queclink GV55W,868574042783758
1201,TTS000,13F8,Queclink GV55W,868574042784772
1202,QFO517,13F9,Queclink GV55W,868574042785225
1203,XLJ166,13FB,Queclink GV55W,868574042784244
1204,GIU295,13FC,Queclink GV55W,868574042785043
1205,UQX004,13FD,Queclink GV55W,868574042789755
1206,TAW802,13FE,Queclink GV55W,868574042788369
1207,TTS082,13FF,Queclink GV55W,868574042782743
1208,SKP179,13FH,Queclink GV55W,868574042782180
1209,FLF147,13FI,Queclink GV55W,868574042786280
1210,TTS326,13FJ,Queclink GV55W,868574042782792
1211,UQY253,13FL,Queclink GV55W,868574042786934
1212,TAO524,13FM,Queclink GV55W,868574042785688
1213,SOZ785,13FO,Queclink GV55W,868574042784624
1214,BUW210,13FP,Queclink GV55W,868574042781976
1215,SKP180,13FQ,Queclink GV55W,868574042783675
1216,XMA195,13FR,Queclink GV55W,868574042786801
1217,TDX863,13FS,Queclink GV55W,868574042789417
1218,SSY272,13FT,Queclink GV55W,868574042789029
1219,BUL806,13FU,Queclink GV55W,868574042788294
1220,SUF689,13FV,Queclink GV55W,868574042784707
1221,ZIP306,13FW,Queclink GV55W,868574042794391
1222,WFD101,13FX,Queclink GV55W,868574042787502
1223,SKO265,13FY,Queclink GV55W,868574042784962
1224,HFB086,13FZ,Queclink GV55W,868574042785175
1225,WLN470,13G1,Queclink GV55W,868574042787627
1226,JIC835,13G2,Queclink GV55W,868574042787262
1227,SSY321,13G3,Queclink GV55W,868574042789805
1228,WNN331,13G5,Queclink GV55W,868574042785381
1229,MOA127,13G6,Queclink GV55W,868574042788864
1230,TTS325,13G7,Queclink GV55W,868574042785571
1231,TAW801,13G8,Queclink GV55W,868574042788286
1232,SKO208,13G9,Queclink GV55W,868574042926894
1233,SOZ786,13GA,Queclink GV55W,868574042786009
1234,TAW799,13GB,Queclink GV55W,868574042785274
1235,WFD085,13GC,Queclink GV55W,868574042786561
1236,SUF092,13GD,Queclink GV55W,868574042784715
1237,UQY458,13GE,Queclink GV55W,868574042782834
1238,WFC786,13GF,Queclink GV55W,868574042785803
1239,CHE192,13GG,Queclink GV55W,868574042792726
1240,UQY483,13GH,Queclink GV55W,868574042789938
1241,XMB471,13GR,Queclink GV55W,868574042783683
1242,CSD459,13GT,Queclink GV55W,868574042794029
1243,TTS138,13GU,Queclink GV55W,868574042783311
1244,UQY349,13GZ,Queclink GV55W,868574042788344
1245,UQY162,13H1,Queclink GV55W,868574042785084
1246,SOZ210,13H3,Queclink GV55W,868574042785589
1247,SKP177,13H9,Queclink GV55W,868574042784749
1248,BBO083,13HA,Queclink GV55W,868574042783287
1249,UQY477,13HB,Queclink GV55W,868574042787650
1250,BEO768,13HC,Queclink GV55W,868574042789870
1251,SOZ209,13HD,Queclink GV55W,868574042787015
1252,TDX849,13HE,Queclink GV55W,868574042784467
1253,UQY350,13HH,Queclink GV55W,868574042787346
1254,TAW800,13HO,Queclink GV55W,868574042787080
1255,TAO522,13HP,Queclink GV55W,868574042788849
1256,TAO523,13HQ,Queclink GV55W,868574042786371
1257,NPR431,14D6,Queclink GV55W,868574042784418
1258,MAQ456,0XPF,Queclink GV55W,868574042877337
1259,TMY219,14M2,Queclink GV55W,868574042885108
1260,KOMATSU15EO,14PU,Queclink GV55W,868574042902929
1261,SW9353CC08688,0V40,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,352556102950685
1262,WGA868,13I4,Queclink GV55W,868574042784855
1263,MI739983,15GD,Queclink GV55W,868574042914486
1264,UNA650,14GO,Queclink GV55W,868574042889753
1265,JJS257,14PA,Queclink GV55W,868574042866223
1266,UFJ564,15A8,Queclink GV55W,868574042862529
1267,CAMIONETA C17,13OS,Queclink GV55W,868574042918107
1268,VKK452 VF,15QU,VidFleet 4K,6B301GPK
1269,TLZ078,15I4,Queclink GV55W,868574042886825
1270,SKX266,15IQ,Queclink GV55W,868574042908694
1271,HWU576,15CH,Queclink GV55W,868574042879721
1272,SZY382,02U3,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,357041062800001
1273,GVM892,0XE0,Queclink GV55W,868574042657796
1274,LXU754,0XIS,Queclink GV55W,868574042409453
1275,MJQ737,14PE,Queclink GV55W,868574042910906
1276,JBN419,0ZAP,Queclink GV55W,868574042744388
1277,AMARILLA,12G0,Queclink GV55W,868574042762752
1278,MINI CARGADOR,12G2,Queclink GV55W,868574042676192
1279,AZULITA,13FK,Queclink GV55W,868574042783808
1280,DIMAS,13HK,Queclink GV55W,868574042784517
1281,WGW195,12K7,Queclink GV55W,868574042712369
1282,UZC563,12KA,Queclink GV55W,868574042617832
1283,NDP269,13QK,Queclink GV55W,868574042790019
1284,IAH87D,13QL,Queclink GV55W,868574042797428
1285,HEP238,13OI,Queclink GV55W,868574042918677
1286,KLP622,13OM,Queclink GV55W,868574042880968
1287,ENM531,0M2G,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,358077092120092
1288,SCHWINGSP-305,13IE,Queclink GV55W,868574042786512
1289,SOILMECSR30,13IF,Queclink GV55W,868574042782933
1290,Schwing SP-305,13IK,Queclink GV55W,868574042782255
1291,Soilmec SR-30 (#021),13IP,Queclink GV55W,868574042783246
1292,Hitachi ZX 135 ,13IS,Queclink GV55W,868574042785282
1293,SOILMEC SF-50,13IT,Queclink GV55W,868574042783097
1294,NOX321,13QE,Queclink GV55W,868574042781703
1295,THOMAS LQ000646,14MW,Queclink GV55W,868574042877592
1296,SY0079CD33958,902L,Queclink GL 300W,863457051932935
1297,BOBCAT,04UH,Queclink GV55W,868574042645213
1298,BWQ643,12O6,Queclink GV55W,868574042697834
1299,GXX988,0XEV,Queclink GV55W,868574042778592
1300,MUV272,0XPK,Queclink GV55W,868574042431465
1301,SY013CCD16368,0XCY,Queclink GV55W,868574042451364
1302,GYB39F,0ZB0,Queclink GV55W,868574042726161
1303,BUF56D,0ZB3,Queclink GV55W,868574042733407
